input_text,output_text,question_id,chinese_text,emotion_word,percentage,confidence
"If you are asked to analyze the emotion of this sentence: 这个问题问得好很深刻回头. What is your confidence level that you will answer emotion word ""Inquisitiveness""?",low,samplenew3_00000454,这个问题问得好很深刻回头,Inquisitiveness,10.0,low
"If you are asked to analyze the emotion of this sentence: 这个问题问得好很深刻回头. What is your confidence level that you will answer emotion word ""Thoughtfulness""?",low,samplenew3_00000454,这个问题问得好很深刻回头,Thoughtfulness,10.0,low
"If you are asked to analyze the emotion of this sentence: 这个问题问得好很深刻回头. What is your confidence level that you will answer emotion word ""Reflective""?",low,samplenew3_00000454,这个问题问得好很深刻回头,Reflective,10.0,low
"If you are asked to analyze the emotion of this sentence: 这个问题问得好很深刻回头. What is your confidence level that you will answer emotion word ""Frustration""?",low,samplenew3_00000454,这个问题问得好很深刻回头,Frustration,10.0,low
"If you are asked to analyze the emotion of this sentence: 这个问题问得好很深刻回头. What is your confidence level that you will answer emotion word ""Astonishment""?",low,samplenew3_00000454,这个问题问得好很深刻回头,Astonishment,10.0,low
"If you are asked to analyze the emotion of this sentence: 会害了秋府上下所有的人. What is your confidence level that you will answer emotion word ""Concern""?",high,samplenew3_00000548,会害了秋府上下所有的人,Concern,80.0,high
"If you are asked to analyze the emotion of this sentence: 会害了秋府上下所有的人. What is your confidence level that you will answer emotion word ""Anxiety""?",high,samplenew3_00000548,会害了秋府上下所有的人,Anxiety,70.0,high
"If you are asked to analyze the emotion of this sentence: 会害了秋府上下所有的人. What is your confidence level that you will answer emotion word ""Fear""?",high,samplenew3_00000548,会害了秋府上下所有的人,Fear,70.0,high
"If you are asked to analyze the emotion of this sentence: 会害了秋府上下所有的人. What is your confidence level that you will answer emotion word ""Sadness""?",medium,samplenew3_00000548,会害了秋府上下所有的人,Sadness,40.0,medium
"If you are asked to analyze the emotion of this sentence: 会害了秋府上下所有的人. What is your confidence level that you will answer emotion word ""Worry""?",low,samplenew3_00000548,会害了秋府上下所有的人,Worry,30.0,low
"If you are asked to analyze the emotion of this sentence: 会害了秋府上下所有的人. What is your confidence level that you will answer emotion word ""Regret""?",low,samplenew3_00000548,会害了秋府上下所有的人,Regret,20.0,low
"If you are asked to analyze the emotion of this sentence: 会害了秋府上下所有的人. What is your confidence level that you will answer emotion word ""Panic""?",low,samplenew3_00000548,会害了秋府上下所有的人,Panic,20.0,low
"If you are asked to analyze the emotion of this sentence: 会害了秋府上下所有的人. What is your confidence level that you will answer emotion word ""Desperation""?",low,samplenew3_00000548,会害了秋府上下所有的人,Desperation,10.0,low
"If you are asked to analyze the emotion of this sentence: 会害了秋府上下所有的人. What is your confidence level that you will answer emotion word ""Sorrow""?",low,samplenew3_00000548,会害了秋府上下所有的人,Sorrow,10.0,low
"If you are asked to analyze the emotion of this sentence: 会害了秋府上下所有的人. What is your confidence level that you will answer emotion word ""Despair""?",low,samplenew3_00000548,会害了秋府上下所有的人,Despair,10.0,low
"If you are asked to analyze the emotion of this sentence: 会害了秋府上下所有的人. What is your confidence level that you will answer emotion word ""Helplessness""?",low,samplenew3_00000548,会害了秋府上下所有的人,Helplessness,10.0,low
"If you are asked to analyze the emotion of this sentence: 前些天，你不是给他介绍了个对象吗？. What is your confidence level that you will answer emotion word ""Confusion""?",high,sample_00000294,前些天，你不是给他介绍了个对象吗？,Confusion,80.0,high
"If you are asked to analyze the emotion of this sentence: 前些天，你不是给他介绍了个对象吗？. What is your confidence level that you will answer emotion word ""Curiosity""?",high,sample_00000294,前些天，你不是给他介绍了个对象吗？,Curiosity,70.0,high
"If you are asked to analyze the emotion of this sentence: 前些天，你不是给他介绍了个对象吗？. What is your confidence level that you will answer emotion word ""Surprise""?",low,sample_00000294,前些天，你不是给他介绍了个对象吗？,Surprise,30.0,low
"If you are asked to analyze the emotion of this sentence: 前些天，你不是给他介绍了个对象吗？. What is your confidence level that you will answer emotion word ""Frustration""?",low,sample_00000294,前些天，你不是给他介绍了个对象吗？,Frustration,30.0,low
"If you are asked to analyze the emotion of this sentence: 前些天，你不是给他介绍了个对象吗？. What is your confidence level that you will answer emotion word ""Sarcasm""?",low,sample_00000294,前些天，你不是给他介绍了个对象吗？,Sarcasm,20.0,low
"If you are asked to analyze the emotion of this sentence: 前些天，你不是给他介绍了个对象吗？. What is your confidence level that you will answer emotion word ""Indignation""?",low,sample_00000294,前些天，你不是给他介绍了个对象吗？,Indignation,10.0,low
"If you are asked to analyze the emotion of this sentence: 前些天，你不是给他介绍了个对象吗？. What is your confidence level that you will answer emotion word ""Intrigue""?",low,sample_00000294,前些天，你不是给他介绍了个对象吗？,Intrigue,10.0,low
"If you are asked to analyze the emotion of this sentence: 前些天，你不是给他介绍了个对象吗？. What is your confidence level that you will answer emotion word ""Concern""?",low,sample_00000294,前些天，你不是给他介绍了个对象吗？,Concern,10.0,low
"If you are asked to analyze the emotion of this sentence: 前些天，你不是给他介绍了个对象吗？. What is your confidence level that you will answer emotion word ""Disappointment""?",low,sample_00000294,前些天，你不是给他介绍了个对象吗？,Disappointment,10.0,low
"If you are asked to analyze the emotion of this sentence: 前些天，你不是给他介绍了个对象吗？. What is your confidence level that you will answer emotion word ""Skepticism""?",low,sample_00000294,前些天，你不是给他介绍了个对象吗？,Skepticism,10.0,low
"If you are asked to analyze the emotion of this sentence: 那不就是那电视剧那射雕英雄传里那梅超风. What is your confidence level that you will answer emotion word ""Excitement""?",high,samplenew3_00000220,那不就是那电视剧那射雕英雄传里那梅超风,Excitement,100.0,high
"If you are asked to analyze the emotion of this sentence: 那不就是那电视剧那射雕英雄传里那梅超风. What is your confidence level that you will answer emotion word ""Nostalgia""?",high,samplenew3_00000220,那不就是那电视剧那射雕英雄传里那梅超风,Nostalgia,100.0,high
"If you are asked to analyze the emotion of this sentence: 那不就是那电视剧那射雕英雄传里那梅超风. What is your confidence level that you will answer emotion word ""Longing""?",high,samplenew3_00000220,那不就是那电视剧那射雕英雄传里那梅超风,Longing,80.0,high
"If you are asked to analyze the emotion of this sentence: 那不就是那电视剧那射雕英雄传里那梅超风. What is your confidence level that you will answer emotion word ""Sentimentality""?",low,samplenew3_00000220,那不就是那电视剧那射雕英雄传里那梅超风,Sentimentality,30.0,low
"If you are asked to analyze the emotion of this sentence: 那不就是那电视剧那射雕英雄传里那梅超风. What is your confidence level that you will answer emotion word ""Joy""?",low,samplenew3_00000220,那不就是那电视剧那射雕英雄传里那梅超风,Joy,20.0,low
"If you are asked to analyze the emotion of this sentence: 那不就是那电视剧那射雕英雄传里那梅超风. What is your confidence level that you will answer emotion word ""Anticipation""?",low,samplenew3_00000220,那不就是那电视剧那射雕英雄传里那梅超风,Anticipation,20.0,low
"If you are asked to analyze the emotion of this sentence: 那不就是那电视剧那射雕英雄传里那梅超风. What is your confidence level that you will answer emotion word ""Sentimentalness""?",low,samplenew3_00000220,那不就是那电视剧那射雕英雄传里那梅超风,Sentimentalness,10.0,low
"If you are asked to analyze the emotion of this sentence: 男人的心态我了解，那太容易得到的就不容易珍惜。别再回头有一天，挥一挥手，不带走一片云彩。. What is your confidence level that you will answer emotion word ""Longing""?",high,sample_00000361,男人的心态我了解，那太容易得到的就不容易珍惜。别再回头有一天，挥一挥手，不带走一片云彩。,Longing,100.0,high
"If you are asked to analyze the emotion of this sentence: 男人的心态我了解，那太容易得到的就不容易珍惜。别再回头有一天，挥一挥手，不带走一片云彩。. What is your confidence level that you will answer emotion word ""Nostalgia""?",high,sample_00000361,男人的心态我了解，那太容易得到的就不容易珍惜。别再回头有一天，挥一挥手，不带走一片云彩。,Nostalgia,90.0,high
